manifold_e,manifold_nu,fitness,fit_e,fit_nu
m036,m010,1.318315,0.3226,0.323
m036,m007,1.330935,0.3226,0.3212
m036,m010,1.3319,0.3226,0.3204
m036,m016,1.321618,0.3226,0.3219
m036,m009,1.333528,0.3226,0.3218
m036,m009,1.320094,0.3226,0.322
m036,m007,1.318383,0.3226,0.3215
m036,m015,1.325938,0.3226,0.3223
m036,m010,1.336004,0.3226,0.3239
m036,m016,1.328755,0.3226,0.3223
m015,m003,1.33132,0.3215,0.3201
m015,m003,1.32165,0.3215,0.3197
m015,m007,1.327989,0.3215,0.321
m015,m003,1.331479,0.3215,0.3194
m015,m004,1.336937,0.3215,0.3254
m015,m004,1.323819,0.3215,0.3192
m015,m009,1.336213,0.3215,0.3218
m015,m003,1.318901,0.3215,0.3204
m015,m003,1.328348,0.3215,0.3197
m015,m004,1.322077,0.3215,0.3224
m015,m004,1.331638,0.3215,0.3193
m015,m004,1.329718,0.3215,0.3201
m015,m003,1.318231,0.3215,0.3215
m015,m007,1.332357,0.3215,0.3233
m015,m007,1.311217,0.3215,0.3236
m015,m007,1.334313,0.3215,0.3212
m015,m006,1.32606,0.3215,0.3198
m015,m003,1.322194,0.3215,0.3204
m015,m006,1.335786,0.3215,0.3224
m015,m015,1.334566,0.3215,0.3208
m015,m007,1.328343,0.3215,0.3274
m015,m009,1.31843,0.3215,0.321
m015,m010,1.321306,0.3215,0.3199
m015,m009,1.310936,0.3215,0.327
m015,m011,1.315902,0.3215,0.3213
m015,m006,1.330389,0.3215,0.3206
m015,m007,1.332902,0.3215,0.3224
m015,m009,1.330148,0.3215,0.3237
m015,m016,1.336405,0.3215,0.3223
m015,m007,1.339912,0.3215,0.3259
m015,m006,1.321433,0.3215,0.3215
m015,m017,1.325006,0.3215,0.3198
m015,m006,1.329098,0.3215,0.3188
m015,m010,1.328784,0.3215,0.3193
m015,m011,1.322735,0.3215,0.3207
m015,m006,1.319152,0.3215,0.3213
m015,m006,1.326317,0.3215,0.3194
m015,m009,1.33099,0.3215,0.321
m015,m006,1.333231,0.3215,0.3226
m015,m006,1.320111,0.3215,0.321
m015,m017,1.327606,0.3215,0.3227
m015,m023,1.337772,0.3215,0.3228
m015,m007,1.331119,0.3215,0.3195
m015,m006,1.334798,0.3215,0.3206
m015,m036,1.31676,0.3215,0.3226
m015,m016,1.328395,0.3215,0.3247
m015,m010,1.32702,0.3215,0.3201
m015,m019,1.339136,0.3215,0.3267
m015,m011,1.319773,0.3215,0.3204
m015,m010,1.315187,0.3215,0.323
m015,m007,1.328385,0.3215,0.3212
m015,m010,1.329156,0.3215,0.3204
m015,m016,1.318589,0.3215,0.3219
m015,m009,1.331001,0.3215,0.3218
m015,m009,1.317216,0.3215,0.322
m015,m007,1.315373,0.3215,0.3215
m015,m015,1.323293,0.3215,0.3223
m015,m010,1.333336,0.3215,0.3239
m015,m016,1.325958,0.3215,0.3223
m016,m003,1.348511,0.3247,0.3201
m016,m003,1.338815,0.3247,0.3197
m016,m007,1.345161,0.3247,0.321
m016,m003,1.348543,0.3247,0.3194
m016,m004,1.353483,0.3247,0.3254
m016,m004,1.340986,0.3247,0.3192
m016,m009,1.35318,0.3247,0.3218
m016,m003,1.336363,0.3247,0.3204
m016,m003,1.345317,0.3247,0.3197
m016,m004,1.339003,0.3247,0.3224
m016,m004,1.348701,0.3247,0.3193
m016,m004,1.346598,0.3247,0.3201
m016,m003,1.33575,0.3247,0.3215
m016,m007,1.349047,0.3247,0.3233
m016,m007,1.328755,0.3247,0.3236
m016,m007,1.351415,0.3247,0.3212
m016,m006,1.343052,0.3247,0.3198
m016,m003,1.339399,0.3247,0.3204
m016,m006,1.352547,0.3247,0.3224
m016,m015,1.351631,0.3247,0.3208
m016,m007,1.344848,0.3247,0.3274
m016,m009,1.335753,0.3247,0.321
m016,m010,1.338734,0.3247,0.3199
m016,m009,1.328576,0.3247,0.327
m016,m011,1.333422,0.3247,0.3213
m016,m006,1.347292,0.3247,0.3206
m016,m007,1.349843,0.3247,0.3224
m016,m009,1.347252,0.3247,0.3237
m016,m016,1.353162,0.3247,0.3223
m016,m007,1.356823,0.3247,0.3259
m016,m006,1.338941,0.3247,0.3215
m016,m017,1.342404,0.3247,0.3198
m016,m006,1.346209,0.3247,0.3188
m016,m010,1.346019,0.3247,0.3193
m016,m011,1.339932,0.3247,0.3207
m016,m006,1.336287,0.3247,0.3213
m016,m006,1.343511,0.3247,0.3194
m016,m009,1.34794,0.3247,0.321
m016,m006,1.349972,0.3247,0.3226
m016,m006,1.337562,0.3247,0.321
m016,m017,1.34467,0.3247,0.3227
m016,m023,1.354606,0.3247,0.3228
m016,m007,1.348086,0.3247,0.3195
m016,m006,1.351765,0.3247,0.3206
m016,m036,1.334251,0.3247,0.3226
m016,m015,1.334391,0.3247,0.3215
m016,m010,1.343964,0.3247,0.3201
m016,m019,1.356162,0.3247,0.3267
m016,m011,1.337227,0.3247,0.3204
m016,m010,1.332694,0.3247,0.323
m016,m007,1.345351,0.3247,0.3212
m016,m010,1.346377,0.3247,0.3204
m016,m016,1.336011,0.3247,0.3219
m016,m009,1.347973,0.3247,0.3218
m016,m009,1.334432,0.3247,0.322
m016,m007,1.332749,0.3247,0.3215
m016,m015,1.340287,0.3247,0.3223
m016,m010,1.350488,0.3247,0.3239
m016,m016,1.34316,0.3247,0.3223
m010,m003,1.341834,0.3201,0.3201
m010,m003,1.331982,0.3201,0.3197
m010,m007,1.338405,0.3201,0.321
m010,m003,1.342063,0.3201,0.3194
m010,m004,1.347887,0.3201,0.3254
m010,m004,1.334194,0.3201,0.3192
m010,m009,1.346943,0.3201,0.3218
m010,m003,1.329077,0.3201,0.3204
m010,m003,1.338895,0.3201,0.3197
m010,m004,1.332478,0.3201,0.3224
m010,m004,1.342227,0.3201,0.3193
m010,m004,1.340337,0.3201,0.3201
m010,m003,1.328364,0.3201,0.3215
m010,m007,1.343094,0.3201,0.3233
m010,m007,1.321232,0.3201,0.3236
m010,m007,1.344929,0.3201,0.3212
m010,m006,1.336545,0.3201,0.3198
m010,m003,1.332504,0.3201,0.3204
m010,m006,1.346605,0.3201,0.3224
m010,m015,1.345214,0.3201,0.3208
m010,m007,1.339028,0.3201,0.3274
m010,m009,1.328632,0.3201,0.321
m010,m010,1.331537,0.3201,0.3199
m010,m009,1.320863,0.3201,0.327
m010,m011,1.326009,0.3201,0.3213
m010,m006,1.341001,0.3201,0.3206
m010,m007,1.34352,0.3201,0.3224
m010,m009,1.340586,0.3201,0.3237
m010,m016,1.347252,0.3201,0.3223
m010,m007,1.350731,0.3201,0.3259
m010,m006,1.331617,0.3201,0.3215
m010,m017,1.335313,0.3201,0.3198
m010,m006,1.339612,0.3201,0.3188
m010,m010,1.339232,0.3201,0.3193
m010,m011,1.33305,0.3201,0.3207
m010,m006,1.329431,0.3201,0.3213
m010,m006,1.336723,0.3201,0.3194
m010,m009,1.341582,0.3201,0.321
m010,m006,1.343974,0.3201,0.3226
m010,m006,1.330296,0.3201,0.321
m010,m017,1.338025,0.3201,0.3227
m010,m023,1.348611,0.3201,0.3228
m010,m007,1.341737,0.3201,0.3195
m010,m006,1.345503,0.3201,0.3206
m010,m036,1.32686,0.3201,0.3226
m010,m015,1.327345,0.3201,0.3215
m010,m016,1.338715,0.3201,0.3247
m010,m019,1.349848,0.3201,0.3267
m010,m011,1.329965,0.3201,0.3204
m010,m010,1.325257,0.3201,0.323
m010,m007,1.338901,0.3201,0.3212
m010,m010,1.339596,0.3201,0.3204
m010,m016,1.328743,0.3201,0.3219
m010,m009,1.341563,0.3201,0.3218
m010,m009,1.327424,0.3201,0.322
m010,m007,1.325512,0.3201,0.3215
m010,m015,1.333679,0.3201,0.3223
m010,m010,1.343843,0.3201,0.3239
m010,m016,1.336294,0.3201,0.3223
m019,m003,1.360882,0.3267,0.3201
m019,m003,1.350966,0.3267,0.3197
m019,m007,1.357415,0.3267,0.321
m019,m003,1.360938,0.3267,0.3194
m019,m004,1.366087,0.3267,0.3254
m019,m004,1.353186,0.3267,0.3192
m019,m009,1.365708,0.3267,0.3218
m019,m003,1.348461,0.3267,0.3204
m019,m003,1.357631,0.3267,0.3197
m019,m004,1.351143,0.3267,0.3224
m019,m004,1.361103,0.3267,0.3193
m019,m004,1.358956,0.3267,0.3201
m019,m003,1.347824,0.3267,0.3215
m019,m007,1.361467,0.3267,0.3233
m019,m007,1.340712,0.3267,0.3236
m019,m007,1.363869,0.3267,0.3212
m019,m006,1.355305,0.3267,0.3198
m019,m003,1.351543,0.3267,0.3204
m019,m006,1.365088,0.3267,0.3224
m019,m015,1.364106,0.3267,0.3208
m019,m007,1.357141,0.3267,0.3274
m019,m009,1.347826,0.3267,0.321
m019,m010,1.35088,0.3267,0.3199
m019,m009,1.340482,0.3267,0.327
m019,m011,1.345468,0.3267,0.3213
m019,m006,1.359652,0.3267,0.3206
m019,m007,1.362233,0.3267,0.3224
m019,m009,1.35951,0.3267,0.3237
m019,m016,1.365733,0.3267,0.3223
m019,m007,1.369442,0.3267,0.3259
m019,m006,1.351069,0.3267,0.3215
m019,m017,1.354625,0.3267,0.3198
m019,m006,1.358543,0.3267,0.3188
m019,m010,1.358332,0.3267,0.3193
m019,m011,1.352079,0.3267,0.3207
m019,m006,1.348372,0.3267,0.3213
m019,m006,1.355757,0.3267,0.3194
m019,m009,1.360299,0.3267,0.321
m019,m006,1.362418,0.3267,0.3226
m019,m006,1.349667,0.3267,0.321
m019,m017,1.356886,0.3267,0.3227
m019,m023,1.367204,0.3267,0.3228
m019,m007,1.360479,0.3267,0.3195
m019,m006,1.36426,0.3267,0.3206
m019,m036,1.34628,0.3267,0.3226
m019,m015,1.346438,0.3267,0.3215
m019,m016,1.357855,0.3267,0.3247
m019,m010,1.356242,0.3267,0.3201
m019,m011,1.349339,0.3267,0.3204
m019,m010,1.344697,0.3267,0.323
m019,m007,1.357632,0.3267,0.3212
m019,m010,1.358678,0.3267,0.3204
m019,m016,1.348072,0.3267,0.3219
m019,m009,1.360311,0.3267,0.3218
m019,m009,1.346473,0.3267,0.322
m019,m007,1.344775,0.3267,0.3215
m019,m015,1.352434,0.3267,0.3223
m019,m010,1.362845,0.3267,0.3239
m019,m016,1.355338,0.3267,0.3223
m011,m003,1.337683,0.3204,0.3201
m011,m003,1.328055,0.3204,0.3197
m011,m007,1.334375,0.3204,0.321
m011,m003,1.337726,0.3204,0.3194
m011,m004,1.342688,0.3204,0.3254
m011,m004,1.330211,0.3204,0.3192
m011,m009,1.342341,0.3204,0.3218
m011,m003,1.325569,0.3204,0.3204
m011,m003,1.334541,0.3204,0.3197
m011,m004,1.328294,0.3204,0.3224
m011,m004,1.337882,0.3204,0.3193
m011,m004,1.335822,0.3204,0.3201
m011,m003,1.324956,0.3204,0.3215
m011,m007,1.338288,0.3204,0.3233
m011,m007,1.317994,0.3204,0.3236
m011,m007,1.340578,0.3204,0.3212
m011,m006,1.332291,0.3204,0.3198
m011,m003,1.328638,0.3204,0.3204
m011,m006,1.341735,0.3204,0.3224
m011,m015,1.340793,0.3204,0.3208
m011,m007,1.334165,0.3204,0.3274
m011,m009,1.324993,0.3204,0.321
m011,m010,1.327932,0.3204,0.3199
m011,m009,1.317821,0.3204,0.327
m011,m011,1.322634,0.3204,0.3213
m011,m006,1.336513,0.3204,0.3206
m011,m007,1.339056,0.3204,0.3224
m011,m009,1.336484,0.3204,0.3237
m011,m016,1.342341,0.3204,0.3223
m011,m007,1.345975,0.3204,0.3259
m011,m006,1.328133,0.3204,0.3215
m011,m017,1.331585,0.3204,0.3198
m011,m006,1.335402,0.3204,0.3188
m011,m010,1.335199,0.3204,0.3193
m011,m011,1.329172,0.3204,0.3207
m011,m006,1.325556,0.3204,0.3213
m011,m006,1.332718,0.3204,0.3194
m011,m009,1.337156,0.3204,0.321
m011,m006,1.339195,0.3204,0.3226
m011,m006,1.32677,0.3204,0.321
m011,m017,1.333919,0.3204,0.3227
m011,m023,1.343767,0.3204,0.3228
m011,m007,1.337284,0.3204,0.3195
m011,m006,1.340934,0.3204,0.3206
m011,m036,1.323478,0.3204,0.3226
m011,m015,1.323652,0.3204,0.3215
m011,m016,1.33489,0.3204,0.3247
m011,m010,1.333203,0.3204,0.3201
m011,m019,1.345321,0.3204,0.3267
m011,m010,1.321926,0.3204,0.323
m011,m007,1.334589,0.3204,0.3212
m011,m010,1.335567,0.3204,0.3204
m011,m016,1.32524,0.3204,0.3219
m011,m009,1.337195,0.3204,0.3218
m011,m009,1.323703,0.3204,0.322
m011,m007,1.321994,0.3204,0.3215
m011,m015,1.329564,0.3204,0.3223
m011,m010,1.339682,0.3204,0.3239
m011,m016,1.332396,0.3204,0.3223
m010,m003,1.331913,0.323,0.3201
m010,m003,1.322347,0.323,0.3197
m010,m007,1.328637,0.323,0.321
m010,m003,1.331961,0.323,0.3194
m010,m004,1.336916,0.323,0.3254
m010,m004,1.324489,0.323,0.3192
m010,m009,1.336551,0.323,0.3218
m010,m003,1.31985,0.323,0.3204
m010,m003,1.328806,0.323,0.3197
m010,m004,1.32261,0.323,0.3224
m010,m004,1.332115,0.323,0.3193
m010,m004,1.330083,0.323,0.3201
m010,m003,1.319238,0.323,0.3215
m010,m007,1.33255,0.323,0.3233
m010,m007,1.31231,0.323,0.3236
m010,m007,1.334794,0.323,0.3212
m010,m006,1.32657,0.323,0.3198
m010,m003,1.322927,0.323,0.3204
m010,m006,1.33596,0.323,0.3224
m010,m015,1.335007,0.323,0.3208
m010,m007,1.328478,0.323,0.3274
m010,m009,1.319293,0.323,0.321
m010,m010,1.322202,0.323,0.3199
m010,m009,1.312141,0.323,0.327
m010,m011,1.316925,0.323,0.3213
m010,m006,1.330772,0.323,0.3206
m010,m007,1.333303,0.323,0.3224
m010,m009,1.33075,0.323,0.3237
m010,m016,1.336559,0.323,0.3223
m010,m007,1.340167,0.323,0.3259
m010,m006,1.322401,0.323,0.3215
m010,m017,1.325837,0.323,0.3198
m010,m006,1.329649,0.323,0.3188
m010,m010,1.329441,0.323,0.3193
m010,m011,1.323461,0.323,0.3207
m010,m006,1.319869,0.323,0.3213
m010,m006,1.326981,0.323,0.3194
m010,m009,1.33141,0.323,0.321
m010,m006,1.333446,0.323,0.3226
m010,m006,1.32105,0.323,0.321
m010,m017,1.3282,0.323,0.3227
m010,m023,1.337971,0.323,0.3228
m010,m007,1.331528,0.323,0.3195
m010,m006,1.335151,0.323,0.3206
m010,m036,1.317776,0.323,0.3226
m010,m015,1.317966,0.323,0.3215
m010,m016,1.329159,0.323,0.3247
m010,m010,1.32748,0.323,0.3201
m010,m019,1.339521,0.323,0.3267
m010,m011,1.320708,0.323,0.3204
m010,m007,1.328863,0.323,0.3212
m010,m010,1.329813,0.323,0.3204
m010,m016,1.319534,0.323,0.3219
m010,m009,1.331453,0.323,0.3218
m010,m009,1.318021,0.323,0.322
m010,m007,1.316303,0.323,0.3215
m010,m015,1.323872,0.323,0.3223
m010,m010,1.333919,0.323,0.3239
m010,m016,1.326676,0.323,0.3223
m007,m003,1.344225,0.3212,0.3201
m007,m003,1.334382,0.3212,0.3197
m007,m007,1.3408,0.3212,0.321
m007,m003,1.344426,0.3212,0.3194
m007,m004,1.350127,0.3212,0.3254
m007,m004,1.336592,0.3212,0.3192
m007,m009,1.349277,0.3212,0.3218
m007,m003,1.331544,0.3212,0.3204
m007,m003,1.341243,0.3212,0.3197
m007,m004,1.33483,0.3212,0.3224
m007,m004,1.344589,0.3212,0.3193
m007,m004,1.342664,0.3212,0.3201
m007,m003,1.330844,0.3212,0.3215
m007,m007,1.345376,0.3212,0.3233
m007,m007,1.323726,0.3212,0.3236
m007,m007,1.347296,0.3212,0.3212
m007,m006,1.338902,0.3212,0.3198
m007,m003,1.334913,0.3212,0.3204
m007,m006,1.348895,0.3212,0.3224
m007,m015,1.347572,0.3212,0.3208
m007,m007,1.341281,0.3212,0.3274
m007,m009,1.331072,0.3212,0.321
m007,m010,1.333994,0.3212,0.3199
m007,m009,1.323382,0.3212,0.327
m007,m011,1.328492,0.3212,0.3213
m007,m006,1.343332,0.3212,0.3206
m007,m007,1.345857,0.3212,0.3224
m007,m009,1.342967,0.3212,0.3237
m007,m016,1.349538,0.3212,0.3223
m007,m007,1.353047,0.3212,0.3259
m007,m006,1.334092,0.3212,0.3215
m007,m017,1.337758,0.3212,0.3198
m007,m006,1.341989,0.3212,0.3188
m007,m010,1.341637,0.3212,0.3193
m007,m011,1.335458,0.3212,0.3207
m007,m006,1.33183,0.3212,0.3213
m007,m006,1.339123,0.3212,0.3194
m007,m009,1.343923,0.3212,0.321
m007,m006,1.346266,0.3212,0.3226
m007,m006,1.33276,0.3212,0.321
m007,m017,1.3404,0.3212,0.3227
m007,m023,1.350912,0.3212,0.3228
m007,m007,1.34408,0.3212,0.3195
m007,m006,1.347839,0.3212,0.3206
m007,m036,1.329338,0.3212,0.3226
m007,m015,1.329771,0.3212,0.3215
m007,m016,1.341135,0.3212,0.3247
m007,m010,1.33989,0.3212,0.3201
m007,m019,1.352193,0.3212,0.3267
m007,m011,1.332429,0.3212,0.3204
m007,m010,1.32774,0.3212,0.323
m007,m010,1.341999,0.3212,0.3204
m007,m016,1.331204,0.3212,0.3219
m007,m009,1.34391,0.3212,0.3218
m007,m009,1.329843,0.3212,0.322
m007,m007,1.327966,0.3212,0.3215
m007,m015,1.336044,0.3212,0.3223
m007,m010,1.346227,0.3212,0.3239
m007,m016,1.338701,0.3212,0.3223
m010,m003,1.348423,0.3204,0.3201
m010,m003,1.338653,0.3204,0.3197
m010,m007,1.345038,0.3204,0.321
m010,m003,1.348494,0.3204,0.3194
m010,m004,1.353632,0.3204,0.3254
m010,m004,1.340842,0.3204,0.3192
m010,m009,1.353201,0.3204,0.3218
m010,m003,1.336108,0.3204,0.3204
m010,m003,1.345262,0.3204,0.3197
m010,m004,1.338897,0.3204,0.3224
m010,m004,1.348654,0.3204,0.3193
m010,m004,1.34658,0.3204,0.3201
m010,m003,1.335473,0.3204,0.3215
m010,m007,1.349099,0.3204,0.3233
m010,m007,1.328428,0.3204,0.3236
m010,m007,1.351378,0.3204,0.3212
m010,m006,1.34297,0.3204,0.3198
m010,m003,1.339226,0.3204,0.3204
m010,m006,1.352622,0.3204,0.3224
m010,m015,1.35161,0.3204,0.3208
m010,m007,1.344901,0.3204,0.3274
m010,m009,1.335524,0.3204,0.321
m010,m010,1.338505,0.3204,0.3199
m010,m009,1.328208,0.3204,0.327
m010,m011,1.333132,0.3204,0.3213
m010,m006,1.34727,0.3204,0.3206
m010,m007,1.349825,0.3204,0.3224
m010,m009,1.34715,0.3204,0.3237
m010,m016,1.353248,0.3204,0.3223
m010,m007,1.356891,0.3204,0.3259
m010,m006,1.338687,0.3204,0.3215
m010,m017,1.34221,0.3204,0.3198
m010,m006,1.346126,0.3204,0.3188
m010,m010,1.345899,0.3204,0.3193
m010,m011,1.339763,0.3204,0.3207
m010,m006,1.336109,0.3204,0.3213
m010,m006,1.343377,0.3204,0.3194
m010,m009,1.347907,0.3204,0.321
m010,m006,1.35002,0.3204,0.3226
m010,m006,1.337314,0.3204,0.321
m010,m017,1.344562,0.3204,0.3227
m010,m023,1.354684,0.3204,0.3228
m010,m007,1.348059,0.3204,0.3195
m010,m006,1.351774,0.3204,0.3206
m010,m036,1.333965,0.3204,0.3226
m010,m015,1.33417,0.3204,0.3215
m010,m016,1.345499,0.3204,0.3247
m010,m010,1.343903,0.3204,0.3201
m010,m019,1.35618,0.3204,0.3267
m010,m011,1.336979,0.3204,0.3204
m010,m010,1.332394,0.3204,0.323
m010,m007,1.345287,0.3204,0.3212
m010,m016,1.335754,0.3204,0.3219
m010,m009,1.347929,0.3204,0.3218
m010,m009,1.334218,0.3204,0.322
m010,m007,1.332488,0.3204,0.3215
m010,m015,1.340169,0.3204,0.3223
m010,m010,1.350409,0.3204,0.3239
m010,m016,1.343004,0.3204,0.3223
m016,m003,1.335738,0.3219,0.3201
m016,m003,1.326124,0.3219,0.3197
m016,m007,1.332436,0.3219,0.321
m016,m003,1.335799,0.3219,0.3194
m016,m004,1.340829,0.3219,0.3254
m016,m004,1.328278,0.3219,0.3192
m016,m009,1.340423,0.3219,0.3218
m016,m003,1.323597,0.3219,0.3204
m016,m003,1.332631,0.3219,0.3197
m016,m004,1.326395,0.3219,0.3224
m016,m004,1.335955,0.3219,0.3193
m016,m004,1.333924,0.3219,0.3201
m016,m003,1.322977,0.3219,0.3215
m016,m007,1.336413,0.3219,0.3233
m016,m007,1.316018,0.3219,0.3236
m016,m007,1.338642,0.3219,0.3212
m016,m006,1.33038,0.3219,0.3198
m016,m003,1.3267,0.3219,0.3204
m016,m006,1.339847,0.3219,0.3224
m016,m015,1.338862,0.3219,0.3208
m016,m007,1.332321,0.3219,0.3274
m016,m009,1.323042,0.3219,0.321
m016,m010,1.325963,0.3219,0.3199
m016,m009,1.31583,0.3219,0.327
m016,m011,1.320657,0.3219,0.3213
m016,m006,1.334611,0.3219,0.3206
m016,m007,1.337145,0.3219,0.3224
m016,m009,1.334553,0.3219,0.3237
m016,m016,1.340453,0.3219,0.3223
m016,m007,1.344059,0.3219,0.3259
m016,m006,1.326153,0.3219,0.3215
m016,m017,1.329617,0.3219,0.3198
m016,m006,1.333471,0.3219,0.3188
m016,m010,1.333251,0.3219,0.3193
m016,m011,1.327235,0.3219,0.3207
m016,m006,1.323631,0.3219,0.3213
m016,m006,1.330779,0.3219,0.3194
m016,m009,1.335246,0.3219,0.321
m016,m006,1.337313,0.3219,0.3226
m016,m006,1.324799,0.3219,0.321
m016,m017,1.331996,0.3219,0.3227
m016,m023,1.341866,0.3219,0.3228
m016,m007,1.335372,0.3219,0.3195
m016,m006,1.339017,0.3219,0.3206
m016,m036,1.321504,0.3219,0.3226
m016,m015,1.321712,0.3219,0.3215
m016,m016,1.332936,0.3219,0.3247
m016,m010,1.331298,0.3219,0.3201
m016,m019,1.343389,0.3219,0.3267
m016,m011,1.32446,0.3219,0.3204
m016,m010,1.31995,0.3219,0.323
m016,m007,1.33268,0.3219,0.3212
m016,m010,1.33362,0.3219,0.3204
m016,m009,1.335282,0.3219,0.3218
m016,m009,1.321768,0.3219,0.322
m016,m007,1.320038,0.3219,0.3215
m016,m015,1.327655,0.3219,0.3223
m016,m010,1.33774,0.3219,0.3239
m016,m016,1.330455,0.3219,0.3223
m009,m003,1.348141,0.3218,0.3201
m009,m003,1.33828,0.3218,0.3197
m009,m007,1.344706,0.3218,0.321
m009,m003,1.348314,0.3218,0.3194
m009,m004,1.353909,0.3218,0.3254
m009,m004,1.340492,0.3218,0.3192
m009,m009,1.35315,0.3218,0.3218
m009,m003,1.335506,0.3218,0.3204
m009,m003,1.345105,0.3218,0.3197
m009,m004,1.338674,0.3218,0.3224
m009,m004,1.348477,0.3218,0.3193
m009,m004,1.346507,0.3218,0.3201
m009,m003,1.334818,0.3218,0.3215
m009,m007,1.349181,0.3218,0.3233
m009,m007,1.327698,0.3218,0.3236
m009,m007,1.351196,0.3218,0.3212
m009,m006,1.342766,0.3218,0.3198
m009,m003,1.33882,0.3218,0.3204
m009,m006,1.352721,0.3218,0.3224
m009,m015,1.351465,0.3218,0.3208
m009,m007,1.345038,0.3218,0.3274
m009,m009,1.335001,0.3218,0.321
m009,m010,1.337951,0.3218,0.3199
m009,m009,1.327376,0.3218,0.327
m009,m011,1.332464,0.3218,0.3213
m009,m006,1.347181,0.3218,0.3206
m009,m007,1.349718,0.3218,0.3224
m009,m009,1.346859,0.3218,0.3237
m009,m016,1.353365,0.3218,0.3223
m009,m007,1.356914,0.3218,0.3259
m009,m006,1.338066,0.3218,0.3215
m009,m017,1.341713,0.3218,0.3198
m009,m006,1.345884,0.3218,0.3188
m009,m010,1.345559,0.3218,0.3193
m009,m011,1.339363,0.3218,0.3207
m009,m006,1.335718,0.3218,0.3213
m009,m006,1.343032,0.3218,0.3194
m009,m009,1.347783,0.3218,0.321
m009,m006,1.350083,0.3218,0.3226
m009,m006,1.336721,0.3218,0.321
m009,m017,1.34428,0.3218,0.3227
m009,m023,1.354759,0.3218,0.3228
m009,m007,1.347945,0.3218,0.3195
m009,m006,1.35171,0.3218,0.3206
m009,m036,1.333304,0.3218,0.3226
m009,m015,1.333683,0.3218,0.3215
m009,m016,1.34506,0.3218,0.3247
m009,m010,1.343744,0.3218,0.3201
m009,m019,1.356083,0.3218,0.3267
m009,m011,1.33639,0.3218,0.3204
m009,m010,1.331708,0.3218,0.323
m009,m007,1.345111,0.3218,0.3212
m009,m010,1.345918,0.3218,0.3204
m009,m016,1.335156,0.3218,0.3219
m009,m009,1.333747,0.3218,0.322
m009,m007,1.331905,0.3218,0.3215
m009,m015,1.339903,0.3218,0.3223
m009,m010,1.350135,0.3218,0.3239
m009,m016,1.34261,0.3218,0.3223
m009,m003,1.331086,0.322,0.3201
m009,m003,1.32141,0.322,0.3197
m009,m007,1.327751,0.322,0.321
m009,m003,1.331257,0.322,0.3194
m009,m004,1.336768,0.322,0.3254
m009,m004,1.323581,0.322,0.3192
m009,m009,1.336004,0.322,0.3218
m009,m003,1.318633,0.322,0.3204
m009,m003,1.328131,0.322,0.3197
m009,m004,1.321856,0.322,0.3224
m009,m004,1.331416,0.322,0.3193
m009,m004,1.329511,0.322,0.3201
m009,m003,1.317958,0.322,0.3215
m009,m007,1.332167,0.322,0.3233
m009,m007,1.310937,0.322,0.3236
m009,m007,1.334089,0.322,0.3212
m009,m006,1.325839,0.322,0.3198
m009,m003,1.32195,0.322,0.3204
m009,m006,1.335596,0.322,0.3224
m009,m015,1.334346,0.322,0.3208
m009,m007,1.328164,0.322,0.3274
m009,m009,1.318173,0.322,0.321
m009,m010,1.321043,0.322,0.3199
m009,m009,1.310644,0.322,0.327
m009,m011,1.315628,0.322,0.3213
m009,m006,1.33018,0.322,0.3206
m009,m007,1.332689,0.322,0.3224
m009,m009,1.329914,0.322,0.3237
m009,m016,1.336216,0.322,0.3223
m009,m007,1.33971,0.322,0.3259
m009,m006,1.321162,0.322,0.3215
m009,m017,1.324748,0.322,0.3198
m009,m006,1.32887,0.322,0.3188
m009,m010,1.328544,0.322,0.3193
m009,m011,1.322492,0.322,0.3207
m009,m006,1.318911,0.322,0.3213
m009,m006,1.326078,0.322,0.3194
m009,m009,1.330776,0.322,0.321
m009,m006,1.333039,0.322,0.3226
m009,m006,1.319844,0.322,0.321
m009,m017,1.327375,0.322,0.3227
m009,m023,1.337578,0.322,0.3228
m009,m007,1.330906,0.322,0.3195
m009,m006,1.334588,0.322,0.3206
m009,m036,1.316487,0.322,0.3226
m009,m015,1.316889,0.322,0.3215
m009,m016,1.328145,0.322,0.3247
m009,m010,1.326804,0.322,0.3201
m009,m019,1.338919,0.322,0.3267
m009,m011,1.319507,0.322,0.3204
m009,m010,1.314911,0.322,0.323
m009,m007,1.328166,0.322,0.3212
m009,m010,1.328916,0.322,0.3204
m009,m016,1.318322,0.322,0.3219
m009,m009,1.330783,0.322,0.3218
m009,m007,1.31511,0.322,0.3215
m009,m015,1.323067,0.322,0.3223
m009,m010,1.333103,0.322,0.3239
m009,m016,1.325714,0.322,0.3223
m007,m003,1.330293,0.3215,0.3201
m007,m003,1.320669,0.3215,0.3197
m007,m007,1.326987,0.3215,0.321
m007,m003,1.330408,0.3215,0.3194
m007,m004,1.335667,0.3215,0.3254
m007,m004,1.322826,0.3215,0.3192
m007,m009,1.335084,0.3215,0.3218
m007,m003,1.318018,0.3215,0.3204
m007,m003,1.32727,0.3215,0.3197
m007,m004,1.321035,0.3215,0.3224
m007,m004,1.330565,0.3215,0.3193
m007,m004,1.328604,0.3215,0.3201
m007,m003,1.317372,0.3215,0.3215
m007,m007,1.331175,0.3215,0.3233
m007,m007,1.310395,0.3215,0.3236
