words,fitness,U00,U01,U02,U10,U11,U12,U20,U21,U22
bb BB aab,1.012902860419766,0.7629186916522572,2.0028436677958758e-08,0.6464944469425917,9.044305646635577e-10,0.9999999999999996,2.991275452763874e-08,0.6464944469425921,2.223629021024114e-08,0.762918691652257
AA aab aBa,1.013834846050628,0.9999999999961764,2.0685087137624825e-06,1.8353832068556662e-06,2.901459509037694e-07,0.73851612546133,0.6742358136687052,2.7501227503682915e-06,0.6742358136655947,0.7385161254591063
BB aab aBa,1.0138353845574763,0.9999999999999993,3.217386454222638e-08,2.4400917483188583e-08,4.0212890236378026e-08,0.7385161254600834,0.6742358136701316,3.672300701184959e-09,0.674235813670132,0.7385161254600843
bb aaa aBa,1.042164135360248,0.6941451532707246,0.20779706468430822,0.689190021764207,0.22692110351959408,0.9717784428070648,0.06444742720175614,0.6831319923471688,0.11165589104056,0.7217088353537917
aa bb aBa,1.0428373011707934,0.888038105716259,0.4552305480994798,0.06444742720175729,0.2903061210858812,0.6638821205309888,0.6891900217642063,0.3565258459858812,0.5933175188011262,0.7217088353537922
bb aab aBa,1.0569573516582205,0.6100963811043778,0.5357485819034626,0.5837429766187945,0.5169933923489873,0.8274723934600541,0.21910561455374775,0.6004167203125073,0.16811571922315402,0.7818163895181873
aab aba aBa,1.0589509878632952,0.7385160909519943,7.255627542327916e-05,0.6742358475641684,0.00030570001934826247,0.999999927456504,0.00022723222695253306,0.6742357821656187,0.0003739285676329596,0.7385160595579101
aab aaB aBa,1.059053304977191,0.7385161254599748,3.2962478560427864e-06,0.6742358136621948,5.466132574212248e-07,0.999999999990648,4.29013869094977e-06,0.6742358136700306,2.799790369350209e-06,0.7385161254548698
bb AA aaB,1.0607379763804474,0.999999999897121,1.32755762999007e-05,5.432996289037678e-06,5.650878349072216e-06,0.712724122878891,0.7014444558442124,1.3184306908410818e-05,0.7014444557413472,0.7127241228805851
aa AA aaB,1.0607421238624217,1.0,3.4172233088774307e-09,1.7821087787386632e-09,1.1854871628864753e-09,0.7127241228757553,0.7014444558701604,3.6671442606780554e-09,0.7014444558701604,0.7127241228757553
aa bb aaa,1.0697468758695403,0.6889398378090774,0.15925419893867943,0.7071067811865488,0.2252194480039503,0.9743080622887176,6.619704784327496e-15,0.6889398378090775,0.1592541989386891,0.7071067811865464
AA BB aaB,1.0760033963422646,0.6941321001919676,0.1194872356265867,0.7098615555200921,0.22691683637313648,0.9721707042135512,0.058248358254418264,0.6831466730164873,0.20151159368940635,0.7019285581562129
bb aba aBa,1.1057267191965587,0.712738252926066,3.5708979822939484e-05,0.7014300974015647,2.6861702510415823e-05,0.9999999993604124,2.3614066381762928e-05,0.7014300977961728,2.010958190834968e-06,0.7127382534294111
bb aaB aBa,1.105737267088835,0.7127382531517357,3.452854776783679e-06,0.7014300980727087,9.39695987588384e-06,0.9999999999451492,4.625860793820358e-06,0.7014300980182624,9.888338428837134e-06,0.712738253145088
bb AA aBa,1.1057390695630624,0.7127382531774233,1.465252324576961e-06,0.701430098053575,4.0275971638502095e-06,0.9999999999898822,2.0035784697614533e-06,0.7014300980435424,4.253104892201427e-06,0.7127382531761135
